KEM,Cert,Iteration,Time
qkd_mlkem512,mldsa44,49,717.31
qkd_mlkem512,mldsa44,50,743.60
qkd_mlkem512,falcon512,1,727.02
qkd_mlkem512,falcon512,2,743.70
qkd_mlkem512,falcon512,3,808.13
qkd_mlkem512,falcon512,4,772.25
qkd_mlkem512,falcon512,5,762.47
qkd_mlkem512,falcon512,6,821.73
qkd_mlkem512,falcon512,7,756.91
qkd_mlkem512,falcon512,8,839.97
qkd_mlkem512,falcon512,9,730.15
qkd_mlkem512,falcon512,10,732.07
qkd_mlkem512,falcon512,11,714.88
qkd_mlkem512,falcon512,12,753.55
qkd_mlkem512,falcon512,13,786.80
qkd_mlkem512,falcon512,14,767.98
qkd_mlkem512,falcon512,15,779.69
qkd_mlkem512,falcon512,16,788.67
qkd_mlkem512,falcon512,17,790.87
qkd_mlkem512,falcon512,18,769.04
qkd_mlkem512,falcon512,19,732.22
qkd_mlkem512,falcon512,20,731.05
qkd_mlkem512,falcon512,21,748.74
qkd_mlkem512,falcon512,22,746.60
qkd_mlkem512,falcon512,23,751.52
qkd_mlkem512,falcon512,24,801.63
qkd_mlkem512,falcon512,25,843.57
qkd_mlkem512,falcon512,26,844.55
qkd_mlkem512,falcon512,27,810.67
qkd_mlkem512,falcon512,28,786.13
qkd_mlkem512,falcon512,29,757.83
qkd_mlkem512,falcon512,30,714.49
qkd_mlkem512,falcon512,31,733.13
qkd_mlkem512,falcon512,32,744.68
qkd_mlkem512,falcon512,33,787.32
qkd_mlkem512,falcon512,34,745.40
qkd_mlkem512,falcon512,35,747.46
qkd_mlkem512,falcon512,36,832.92
qkd_mlkem512,falcon512,37,808.71
qkd_mlkem512,falcon512,38,827.89
qkd_mlkem512,falcon512,39,754.00
qkd_mlkem512,falcon512,40,711.42
qkd_mlkem512,falcon512,41,716.50
qkd_mlkem512,falcon512,42,730.42
qkd_mlkem512,falcon512,43,766.69
qkd_mlkem512,falcon512,44,763.04
qkd_mlkem512,falcon512,45,735.45
qkd_mlkem512,falcon512,46,759.69
qkd_mlkem512,falcon512,47,794.30
qkd_mlkem512,falcon512,48,772.81
qkd_mlkem512,falcon512,49,748.19
qkd_mlkem512,falcon512,50,774.77
qkd_mlkem768,rsa_2048,1,726.10
qkd_mlkem768,rsa_2048,2,730.57
qkd_mlkem768,rsa_2048,3,746.07
qkd_mlkem768,rsa_2048,4,775.56
qkd_mlkem768,rsa_2048,5,849.59
qkd_mlkem768,rsa_2048,6,846.70
qkd_mlkem768,rsa_2048,7,799.21
qkd_mlkem768,rsa_2048,8,780.17
qkd_mlkem768,rsa_2048,9,863.16
qkd_mlkem768,rsa_2048,10,886.46
qkd_mlkem768,rsa_2048,11,718.28
qkd_mlkem768,rsa_2048,12,796.59
qkd_mlkem768,rsa_2048,13,725.47
qkd_mlkem768,rsa_2048,14,746.77
qkd_mlkem768,rsa_2048,15,764.76
qkd_mlkem768,rsa_2048,16,794.30
qkd_mlkem768,rsa_2048,17,793.88
qkd_mlkem768,rsa_2048,18,777.36
qkd_mlkem768,rsa_2048,19,798.19
qkd_mlkem768,rsa_2048,20,776.25
qkd_mlkem768,rsa_2048,21,771.37
qkd_mlkem768,rsa_2048,22,746.54
qkd_mlkem768,rsa_2048,23,717.72
qkd_mlkem768,rsa_2048,24,724.72
qkd_mlkem768,rsa_2048,25,775.90
qkd_mlkem768,rsa_2048,26,791.43
qkd_mlkem768,rsa_2048,27,773.09
qkd_mlkem768,rsa_2048,28,742.46
qkd_mlkem768,rsa_2048,29,827.35
qkd_mlkem768,rsa_2048,30,755.70
qkd_mlkem768,rsa_2048,31,777.59
qkd_mlkem768,rsa_2048,32,713.81
qkd_mlkem768,rsa_2048,33,729.96
qkd_mlkem768,rsa_2048,34,755.57
qkd_mlkem768,rsa_2048,35,757.70
qkd_mlkem768,rsa_2048,36,744.68
qkd_mlkem768,rsa_2048,37,801.06
qkd_mlkem768,rsa_2048,38,836.97
qkd_mlkem768,rsa_2048,39,825.12
qkd_mlkem768,rsa_2048,40,761.93
qkd_mlkem768,rsa_2048,41,783.24
qkd_mlkem768,rsa_2048,42,760.89
qkd_mlkem768,rsa_2048,43,714.99
qkd_mlkem768,rsa_2048,44,741.32
qkd_mlkem768,rsa_2048,45,753.12
qkd_mlkem768,rsa_2048,46,808.27
qkd_mlkem768,rsa_2048,47,772.39
qkd_mlkem768,rsa_2048,48,787.87
qkd_mlkem768,rsa_2048,49,774.38
qkd_mlkem768,rsa_2048,50,793.79
qkd_mlkem768,mldsa44,1,765.77
qkd_mlkem768,mldsa44,2,765.42
qkd_mlkem768,mldsa44,3,714.90
qkd_mlkem768,mldsa44,4,716.84
qkd_mlkem768,mldsa44,5,728.91
qkd_mlkem768,mldsa44,6,717.19
qkd_mlkem768,mldsa44,7,762.40
qkd_mlkem768,mldsa44,8,788.93
qkd_mlkem768,mldsa44,9,773.78
qkd_mlkem768,mldsa44,10,776.13
qkd_mlkem768,mldsa44,11,769.73
qkd_mlkem768,mldsa44,12,763.51
qkd_mlkem768,mldsa44,13,773.76
qkd_mlkem768,mldsa44,14,732.18
qkd_mlkem768,mldsa44,15,725.61
qkd_mlkem768,mldsa44,16,736.05
qkd_mlkem768,mldsa44,17,754.26
qkd_mlkem768,mldsa44,18,741.37
qkd_mlkem768,mldsa44,19,768.59
qkd_mlkem768,mldsa44,20,804.74
qkd_mlkem768,mldsa44,21,781.15
qkd_mlkem768,mldsa44,22,785.74
qkd_mlkem768,mldsa44,23,885.91
qkd_mlkem768,mldsa44,24,766.40
qkd_mlkem768,mldsa44,25,758.29
qkd_mlkem768,mldsa44,26,870.87
qkd_mlkem768,mldsa44,27,748.89
qkd_mlkem768,mldsa44,28,787.15
qkd_mlkem768,mldsa44,29,800.02
qkd_mlkem768,mldsa44,30,795.64
qkd_mlkem768,mldsa44,31,768.16
qkd_mlkem768,mldsa44,32,752.28
qkd_mlkem768,mldsa44,33,766.87
qkd_mlkem768,mldsa44,34,766.35
qkd_mlkem768,mldsa44,35,710.40
qkd_mlkem768,mldsa44,36,725.19
qkd_mlkem768,mldsa44,37,733.33
qkd_mlkem768,mldsa44,38,772.50
qkd_mlkem768,mldsa44,39,782.51
qkd_mlkem768,mldsa44,40,786.03
qkd_mlkem768,mldsa44,41,821.52
qkd_mlkem768,mldsa44,42,772.37
qkd_mlkem768,mldsa44,43,781.45
qkd_mlkem768,mldsa44,44,790.69
qkd_mlkem768,mldsa44,45,736.07
qkd_mlkem768,mldsa44,46,727.00
qkd_mlkem768,mldsa44,47,768.52
qkd_mlkem768,mldsa44,48,774.89
qkd_mlkem768,mldsa44,49,749.64
qkd_mlkem768,mldsa44,50,785.44
qkd_mlkem768,falcon512,1,830.82
qkd_mlkem768,falcon512,2,798.04
qkd_mlkem768,falcon512,3,743.50
qkd_mlkem768,falcon512,4,763.43
qkd_mlkem768,falcon512,5,779.68
qkd_mlkem768,falcon512,6,721.64
qkd_mlkem768,falcon512,7,748.58
qkd_mlkem768,falcon512,8,721.74
qkd_mlkem768,falcon512,9,727.85
qkd_mlkem768,falcon512,10,755.09
qkd_mlkem768,falcon512,11,787.39
qkd_mlkem768,falcon512,12,789.59
qkd_mlkem768,falcon512,13,845.20
qkd_mlkem768,falcon512,14,904.57
qkd_mlkem768,falcon512,15,772.00
qkd_mlkem768,falcon512,16,751.35
qkd_mlkem768,falcon512,17,777.02
qkd_mlkem768,falcon512,18,712.33
qkd_mlkem768,falcon512,19,769.78
qkd_mlkem768,falcon512,20,767.82
qkd_mlkem768,falcon512,21,797.60
qkd_mlkem768,falcon512,22,849.37
qkd_mlkem768,falcon512,23,790.07
qkd_mlkem768,falcon512,24,781.32
qkd_mlkem768,falcon512,25,784.16
qkd_mlkem768,falcon512,26,791.09
qkd_mlkem768,falcon512,27,714.78
qkd_mlkem768,falcon512,28,786.97
qkd_mlkem768,falcon512,29,741.21
qkd_mlkem768,falcon512,30,769.60
qkd_mlkem768,falcon512,31,843.29
qkd_mlkem768,falcon512,32,779.70
qkd_mlkem768,falcon512,33,762.67
qkd_mlkem768,falcon512,34,757.75
qkd_mlkem768,falcon512,35,774.87
qkd_mlkem768,falcon512,36,758.67
qkd_mlkem768,falcon512,37,717.62
qkd_mlkem768,falcon512,38,741.40
qkd_mlkem768,falcon512,39,726.55
qkd_mlkem768,falcon512,40,745.09
qkd_mlkem768,falcon512,41,753.41
qkd_mlkem768,falcon512,42,801.47
qkd_mlkem768,falcon512,43,788.99
qkd_mlkem768,falcon512,44,799.10
qkd_mlkem768,falcon512,45,851.30
qkd_mlkem768,falcon512,46,842.87
qkd_mlkem768,falcon512,47,793.44
qkd_mlkem768,falcon512,48,731.04
qkd_mlkem768,falcon512,49,725.75
qkd_mlkem768,falcon512,50,721.89
qkd_mlkem1024,rsa_2048,1,766.60
qkd_mlkem1024,rsa_2048,2,816.52
qkd_mlkem1024,rsa_2048,3,821.30
qkd_mlkem1024,rsa_2048,4,768.85
qkd_mlkem1024,rsa_2048,5,740.57
qkd_mlkem1024,rsa_2048,6,799.63
qkd_mlkem1024,rsa_2048,7,762.58
qkd_mlkem1024,rsa_2048,8,699.22
qkd_mlkem1024,rsa_2048,9,713.74
qkd_mlkem1024,rsa_2048,10,726.39
qkd_mlkem1024,rsa_2048,11,745.83
qkd_mlkem1024,rsa_2048,12,816.29
qkd_mlkem1024,rsa_2048,13,764.08
qkd_mlkem1024,rsa_2048,14,754.24
qkd_mlkem1024,rsa_2048,15,778.38
qkd_mlkem1024,rsa_2048,16,771.68
qkd_mlkem1024,rsa_2048,17,781.53
qkd_mlkem1024,rsa_2048,18,799.15
qkd_mlkem1024,rsa_2048,19,731.94
qkd_mlkem1024,rsa_2048,20,740.81
qkd_mlkem1024,rsa_2048,21,754.76
qkd_mlkem1024,rsa_2048,22,768.17
qkd_mlkem1024,rsa_2048,23,750.04
qkd_mlkem1024,rsa_2048,24,802.01
qkd_mlkem1024,rsa_2048,25,797.83
qkd_mlkem1024,rsa_2048,26,756.30
qkd_mlkem1024,rsa_2048,27,746.87
qkd_mlkem1024,rsa_2048,28,789.83
qkd_mlkem1024,rsa_2048,29,728.67
qkd_mlkem1024,rsa_2048,30,734.94
qkd_mlkem1024,rsa_2048,31,762.09
qkd_mlkem1024,rsa_2048,32,730.13
qkd_mlkem1024,rsa_2048,33,832.89
qkd_mlkem1024,rsa_2048,34,763.37
qkd_mlkem1024,rsa_2048,35,859.25
qkd_mlkem1024,rsa_2048,36,772.81
qkd_mlkem1024,rsa_2048,37,767.78
qkd_mlkem1024,rsa_2048,38,780.65
qkd_mlkem1024,rsa_2048,39,777.35
qkd_mlkem1024,rsa_2048,40,721.34
qkd_mlkem1024,rsa_2048,41,774.50
qkd_mlkem1024,rsa_2048,42,738.46
qkd_mlkem1024,rsa_2048,43,805.97
qkd_mlkem1024,rsa_2048,44,765.40
qkd_mlkem1024,rsa_2048,45,780.10
qkd_mlkem1024,rsa_2048,46,808.31
qkd_mlkem1024,rsa_2048,47,773.49
qkd_mlkem1024,rsa_2048,48,741.09
qkd_mlkem1024,rsa_2048,49,761.57
qkd_mlkem1024,rsa_2048,50,714.62
qkd_mlkem1024,mldsa44,1,726.87
qkd_mlkem1024,mldsa44,2,754.37
qkd_mlkem1024,mldsa44,3,780.32
qkd_mlkem1024,mldsa44,4,827.87
qkd_mlkem1024,mldsa44,5,807.74
qkd_mlkem1024,mldsa44,6,773.04
qkd_mlkem1024,mldsa44,7,792.12
qkd_mlkem1024,mldsa44,8,823.40
qkd_mlkem1024,mldsa44,9,811.04
qkd_mlkem1024,mldsa44,10,770.84
qkd_mlkem1024,mldsa44,11,750.82
qkd_mlkem1024,mldsa44,12,730.49
qkd_mlkem1024,mldsa44,13,736.00
qkd_mlkem1024,mldsa44,14,775.18
qkd_mlkem1024,mldsa44,15,937.85
qkd_mlkem1024,mldsa44,16,763.10
qkd_mlkem1024,mldsa44,17,902.76
qkd_mlkem1024,mldsa44,18,862.92
qkd_mlkem1024,mldsa44,19,730.67
qkd_mlkem1024,mldsa44,20,790.23
qkd_mlkem1024,mldsa44,21,729.56
qkd_mlkem1024,mldsa44,22,735.54
qkd_mlkem1024,mldsa44,23,763.01
qkd_mlkem1024,mldsa44,24,798.61
qkd_mlkem1024,mldsa44,25,751.29
qkd_mlkem1024,mldsa44,26,772.47
qkd_mlkem1024,mldsa44,27,759.60
qkd_mlkem1024,mldsa44,28,783.09
qkd_mlkem1024,mldsa44,29,774.09
qkd_mlkem1024,mldsa44,30,914.92
qkd_mlkem1024,mldsa44,31,750.22
qkd_mlkem1024,mldsa44,32,715.86
qkd_mlkem1024,mldsa44,33,758.39
qkd_mlkem1024,mldsa44,34,780.29
qkd_mlkem1024,mldsa44,35,752.27
qkd_mlkem1024,mldsa44,36,777.89
qkd_mlkem1024,mldsa44,37,788.21
qkd_mlkem1024,mldsa44,38,767.86
qkd_mlkem1024,mldsa44,39,748.97
qkd_mlkem1024,mldsa44,40,755.93
qkd_mlkem1024,mldsa44,41,755.77
qkd_mlkem1024,mldsa44,42,718.63
qkd_mlkem1024,mldsa44,43,731.24
qkd_mlkem1024,mldsa44,44,751.91
qkd_mlkem1024,mldsa44,45,753.40
qkd_mlkem1024,mldsa44,46,768.84
qkd_mlkem1024,mldsa44,47,757.31
qkd_mlkem1024,mldsa44,48,753.17
qkd_mlkem1024,mldsa44,49,794.64
qkd_mlkem1024,mldsa44,50,793.06
qkd_mlkem1024,falcon512,1,776.00
qkd_mlkem1024,falcon512,2,859.87
qkd_mlkem1024,falcon512,3,740.78
qkd_mlkem1024,falcon512,4,772.99
qkd_mlkem1024,falcon512,5,734.05
qkd_mlkem1024,falcon512,6,768.36
qkd_mlkem1024,falcon512,7,759.37
qkd_mlkem1024,falcon512,8,746.39
qkd_mlkem1024,falcon512,9,784.33
qkd_mlkem1024,falcon512,10,796.45
qkd_mlkem1024,falcon512,11,806.43
qkd_mlkem1024,falcon512,12,762.02
qkd_mlkem1024,falcon512,13,713.99
qkd_mlkem1024,falcon512,14,713.97
qkd_mlkem1024,falcon512,15,742.66
qkd_mlkem1024,falcon512,16,726.00
qkd_mlkem1024,falcon512,17,767.95
qkd_mlkem1024,falcon512,18,784.37
qkd_mlkem1024,falcon512,19,758.35
qkd_mlkem1024,falcon512,20,776.66
qkd_mlkem1024,falcon512,21,751.37
qkd_mlkem1024,falcon512,22,756.61
qkd_mlkem1024,falcon512,23,798.67
qkd_mlkem1024,falcon512,24,733.13
qkd_mlkem1024,falcon512,25,731.21
qkd_mlkem1024,falcon512,26,724.58
qkd_mlkem1024,falcon512,27,845.68
qkd_mlkem1024,falcon512,28,1503.40
qkd_mlkem1024,falcon512,29,1347.97
qkd_mlkem1024,falcon512,30,1338.87
qkd_mlkem1024,falcon512,31,1650.32
qkd_mlkem1024,falcon512,32,1325.30
qkd_mlkem1024,falcon512,33,1324.23
qkd_mlkem1024,falcon512,34,781.71
qkd_mlkem1024,falcon512,35,727.77
qkd_mlkem1024,falcon512,36,763.03
qkd_mlkem1024,falcon512,37,735.74
qkd_mlkem1024,falcon512,38,744.87
qkd_mlkem1024,falcon512,39,771.47
qkd_mlkem1024,falcon512,40,750.44
qkd_mlkem1024,falcon512,41,774.02
qkd_mlkem1024,falcon512,42,791.63
qkd_mlkem1024,falcon512,43,811.86
qkd_mlkem1024,falcon512,44,802.81
qkd_mlkem1024,falcon512,45,728.28
qkd_mlkem1024,falcon512,46,718.97
qkd_mlkem1024,falcon512,47,759.05
qkd_mlkem1024,falcon512,48,739.69
qkd_mlkem1024,falcon512,49,754.32
qkd_mlkem1024,falcon512,50,787.75
qkd_bikel1,rsa_2048,1,775.03
qkd_bikel1,rsa_2048,2,766.39
qkd_bikel1,rsa_2048,3,789.59
qkd_bikel1,rsa_2048,4,802.67
qkd_bikel1,rsa_2048,5,723.83
qkd_bikel1,rsa_2048,6,751.46
qkd_bikel1,rsa_2048,7,710.29
qkd_bikel1,rsa_2048,8,734.37
qkd_bikel1,rsa_2048,9,741.20
qkd_bikel1,rsa_2048,10,771.15
qkd_bikel1,rsa_2048,11,743.76
qkd_bikel1,rsa_2048,12,756.94
qkd_bikel1,rsa_2048,13,751.64
qkd_bikel1,rsa_2048,14,826.09
qkd_bikel1,rsa_2048,15,833.67
qkd_bikel1,rsa_2048,16,753.68
qkd_bikel1,rsa_2048,17,727.34
qkd_bikel1,rsa_2048,18,822.02
qkd_bikel1,rsa_2048,19,741.16
qkd_bikel1,rsa_2048,20,792.86
qkd_bikel1,rsa_2048,21,861.28
qkd_bikel1,rsa_2048,22,755.88
qkd_bikel1,rsa_2048,23,768.92
qkd_bikel1,rsa_2048,24,769.66
qkd_bikel1,rsa_2048,25,786.97
qkd_bikel1,rsa_2048,26,795.31
qkd_bikel1,rsa_2048,27,779.95
qkd_bikel1,rsa_2048,28,755.61
qkd_bikel1,rsa_2048,29,735.41
qkd_bikel1,rsa_2048,30,783.14
qkd_bikel1,rsa_2048,31,782.20
qkd_bikel1,rsa_2048,32,768.24
qkd_bikel1,rsa_2048,33,771.99
qkd_bikel1,rsa_2048,34,793.46
qkd_bikel1,rsa_2048,35,788.76
qkd_bikel1,rsa_2048,36,789.55
qkd_bikel1,rsa_2048,37,717.63
qkd_bikel1,rsa_2048,38,754.43
qkd_bikel1,rsa_2048,39,753.39
qkd_bikel1,rsa_2048,40,764.61
qkd_bikel1,rsa_2048,41,772.06
qkd_bikel1,rsa_2048,42,760.06
qkd_bikel1,rsa_2048,43,791.30
qkd_bikel1,rsa_2048,44,764.47
qkd_bikel1,rsa_2048,45,774.95
qkd_bikel1,rsa_2048,46,762.56
qkd_bikel1,rsa_2048,47,719.83
qkd_bikel1,rsa_2048,48,712.56
qkd_bikel1,rsa_2048,49,789.98
qkd_bikel1,rsa_2048,50,780.95
qkd_bikel1,mldsa44,1,812.83
qkd_bikel1,mldsa44,2,791.95
qkd_bikel1,mldsa44,3,803.76
qkd_bikel1,mldsa44,4,750.82
qkd_bikel1,mldsa44,5,793.17
qkd_bikel1,mldsa44,6,851.35
qkd_bikel1,mldsa44,7,757.92
qkd_bikel1,mldsa44,8,726.02
qkd_bikel1,mldsa44,9,760.24
qkd_bikel1,mldsa44,10,733.18
qkd_bikel1,mldsa44,11,786.22
qkd_bikel1,mldsa44,12,750.12
qkd_bikel1,mldsa44,13,772.97
qkd_bikel1,mldsa44,14,752.97
qkd_bikel1,mldsa44,15,766.87
qkd_bikel1,mldsa44,16,778.05
qkd_bikel1,mldsa44,17,771.97
qkd_bikel1,mldsa44,18,714.72
qkd_bikel1,mldsa44,19,738.56
qkd_bikel1,mldsa44,20,754.66
qkd_bikel1,mldsa44,21,732.35
qkd_bikel1,mldsa44,22,758.07
qkd_bikel1,mldsa44,23,780.16
qkd_bikel1,mldsa44,24,760.96
qkd_bikel1,mldsa44,25,801.29
qkd_bikel1,mldsa44,26,761.08
qkd_bikel1,mldsa44,27,756.63
qkd_bikel1,mldsa44,28,763.18
qkd_bikel1,mldsa44,29,729.52
qkd_bikel1,mldsa44,30,757.85
qkd_bikel1,mldsa44,31,715.96
qkd_bikel1,mldsa44,32,765.30
qkd_bikel1,mldsa44,33,768.26
qkd_bikel1,mldsa44,34,765.54
qkd_bikel1,mldsa44,35,782.87
qkd_bikel1,mldsa44,36,798.87
qkd_bikel1,mldsa44,37,837.31
qkd_bikel1,mldsa44,38,821.96
qkd_bikel1,mldsa44,39,710.49
qkd_bikel1,mldsa44,40,725.91
qkd_bikel1,mldsa44,41,774.30
qkd_bikel1,mldsa44,42,765.07
qkd_bikel1,mldsa44,43,764.67
qkd_bikel1,mldsa44,44,765.78
qkd_bikel1,mldsa44,45,744.32
qkd_bikel1,mldsa44,46,790.80
qkd_bikel1,mldsa44,47,796.38
qkd_bikel1,mldsa44,48,758.65
qkd_bikel1,mldsa44,49,778.91
qkd_bikel1,mldsa44,50,752.33
qkd_bikel1,falcon512,1,723.57
qkd_bikel1,falcon512,2,727.17
qkd_bikel1,falcon512,3,753.76
qkd_bikel1,falcon512,4,755.22
qkd_bikel1,falcon512,5,760.87
qkd_bikel1,falcon512,6,759.85
qkd_bikel1,falcon512,7,786.09
qkd_bikel1,falcon512,8,759.03
qkd_bikel1,falcon512,9,774.54
qkd_bikel1,falcon512,10,738.87
qkd_bikel1,falcon512,11,719.35
qkd_bikel1,falcon512,12,738.97
qkd_bikel1,falcon512,13,736.98
qkd_bikel1,falcon512,14,736.49
qkd_bikel1,falcon512,15,782.27
qkd_bikel1,falcon512,16,764.87
qkd_bikel1,falcon512,17,850.40
qkd_bikel1,falcon512,18,806.93
qkd_bikel1,falcon512,19,757.47
qkd_bikel1,falcon512,20,872.15
qkd_bikel1,falcon512,21,744.00
qkd_bikel1,falcon512,22,791.96
qkd_bikel1,falcon512,23,792.94
qkd_bikel1,falcon512,24,767.35
qkd_bikel1,falcon512,25,727.97
qkd_bikel1,falcon512,26,801.82
qkd_bikel1,falcon512,27,778.21
qkd_bikel1,falcon512,28,762.40
qkd_bikel1,falcon512,29,764.99
qkd_bikel1,falcon512,30,760.15
qkd_bikel1,falcon512,31,715.86
qkd_bikel1,falcon512,32,735.92
qkd_bikel1,falcon512,33,757.16
qkd_bikel1,falcon512,34,740.17
qkd_bikel1,falcon512,35,794.85
qkd_bikel1,falcon512,36,838.95
qkd_bikel1,falcon512,37,785.36
qkd_bikel1,falcon512,38,843.98
qkd_bikel1,falcon512,39,791.18
qkd_bikel1,falcon512,40,763.12
qkd_bikel1,falcon512,41,789.60
qkd_bikel1,falcon512,42,722.39
qkd_bikel1,falcon512,43,738.42
qkd_bikel1,falcon512,44,738.60
qkd_bikel1,falcon512,45,735.65
qkd_bikel1,falcon512,46,764.54
qkd_bikel1,falcon512,47,777.47
qkd_bikel1,falcon512,48,781.38
qkd_bikel1,falcon512,49,809.73
qkd_bikel1,falcon512,50,760.68
qkd_bikel3,rsa_2048,1,792.77
qkd_bikel3,rsa_2048,2,716.98
qkd_bikel3,rsa_2048,3,723.92
qkd_bikel3,rsa_2048,4,733.03
qkd_bikel3,rsa_2048,5,739.54
qkd_bikel3,rsa_2048,6,815.04
qkd_bikel3,rsa_2048,7,909.06
qkd_bikel3,rsa_2048,8,828.98
qkd_bikel3,rsa_2048,9,818.73
qkd_bikel3,rsa_2048,10,773.49
qkd_bikel3,rsa_2048,11,759.38
qkd_bikel3,rsa_2048,12,795.42
qkd_bikel3,rsa_2048,13,733.74
qkd_bikel3,rsa_2048,14,754.84
qkd_bikel3,rsa_2048,15,748.05
qkd_bikel3,rsa_2048,16,800.94
qkd_bikel3,rsa_2048,17,799.74
qkd_bikel3,rsa_2048,18,796.92
qkd_bikel3,rsa_2048,19,776.82
qkd_bikel3,rsa_2048,20,761.18
qkd_bikel3,rsa_2048,21,749.82
qkd_bikel3,rsa_2048,22,750.37
qkd_bikel3,rsa_2048,23,723.29
qkd_bikel3,rsa_2048,24,722.30
qkd_bikel3,rsa_2048,25,719.67
qkd_bikel3,rsa_2048,26,716.49
qkd_bikel3,rsa_2048,27,750.48
qkd_bikel3,rsa_2048,28,797.19
qkd_bikel3,rsa_2048,29,798.61
qkd_bikel3,rsa_2048,30,759.27
qkd_bikel3,rsa_2048,31,783.80
qkd_bikel3,rsa_2048,32,779.70
qkd_bikel3,rsa_2048,33,756.63
qkd_bikel3,rsa_2048,34,706.49
