KEM,Cert,Iteration,Time
mlkem1024,rsa_2048,24,17.82
mlkem1024,rsa_2048,25,18.06
mlkem1024,rsa_2048,26,17.56
mlkem1024,rsa_2048,27,17.85
mlkem1024,rsa_2048,28,17.91
mlkem1024,rsa_2048,29,17.91
mlkem1024,rsa_2048,30,18.09
mlkem1024,rsa_2048,31,17.74
mlkem1024,rsa_2048,32,17.55
mlkem1024,rsa_2048,33,17.33
mlkem1024,rsa_2048,34,17.44
mlkem1024,rsa_2048,35,17.75
mlkem1024,rsa_2048,36,17.57
mlkem1024,rsa_2048,37,17.78
mlkem1024,rsa_2048,38,17.60
mlkem1024,rsa_2048,39,17.54
mlkem1024,rsa_2048,40,17.48
mlkem1024,rsa_2048,41,17.80
mlkem1024,rsa_2048,42,17.58
mlkem1024,rsa_2048,43,17.63
mlkem1024,rsa_2048,44,17.63
mlkem1024,rsa_2048,45,18.01
mlkem1024,rsa_2048,46,17.12
mlkem1024,rsa_2048,47,17.65
mlkem1024,rsa_2048,48,17.54
mlkem1024,rsa_2048,49,17.82
mlkem1024,rsa_2048,50,17.88
mlkem1024,mldsa44,1,17.28
mlkem1024,mldsa44,2,16.76
mlkem1024,mldsa44,3,16.83
mlkem1024,mldsa44,4,16.78
mlkem1024,mldsa44,5,17.90
mlkem1024,mldsa44,6,16.74
mlkem1024,mldsa44,7,17.08
mlkem1024,mldsa44,8,17.18
mlkem1024,mldsa44,9,17.24
mlkem1024,mldsa44,10,16.40
mlkem1024,mldsa44,11,16.47
mlkem1024,mldsa44,12,16.92
mlkem1024,mldsa44,13,16.96
mlkem1024,mldsa44,14,16.39
mlkem1024,mldsa44,15,16.94
mlkem1024,mldsa44,16,16.87
mlkem1024,mldsa44,17,16.66
mlkem1024,mldsa44,18,16.71
mlkem1024,mldsa44,19,16.65
mlkem1024,mldsa44,20,16.65
mlkem1024,mldsa44,21,16.93
mlkem1024,mldsa44,22,16.73
mlkem1024,mldsa44,23,16.73
mlkem1024,mldsa44,24,16.62
mlkem1024,mldsa44,25,16.76
mlkem1024,mldsa44,26,16.65
mlkem1024,mldsa44,27,17.10
mlkem1024,mldsa44,28,16.74
mlkem1024,mldsa44,29,16.69
mlkem1024,mldsa44,30,16.61
mlkem1024,mldsa44,31,16.83
mlkem1024,mldsa44,32,16.81
mlkem1024,mldsa44,33,16.57
mlkem1024,mldsa44,34,16.58
mlkem1024,mldsa44,35,16.80
mlkem1024,mldsa44,36,16.39
mlkem1024,mldsa44,37,16.88
mlkem1024,mldsa44,38,16.72
mlkem1024,mldsa44,39,17.01
mlkem1024,mldsa44,40,17.03
mlkem1024,mldsa44,41,16.75
mlkem1024,mldsa44,42,16.58
mlkem1024,mldsa44,43,16.71
mlkem1024,mldsa44,44,17.22
mlkem1024,mldsa44,45,16.61
mlkem1024,mldsa44,46,16.76
mlkem1024,mldsa44,47,16.87
mlkem1024,mldsa44,48,16.57
mlkem1024,mldsa44,49,16.59
mlkem1024,mldsa44,50,16.84
mlkem1024,falcon512,1,18.09
mlkem1024,falcon512,2,16.65
mlkem1024,falcon512,3,16.93
mlkem1024,falcon512,4,16.79
mlkem1024,falcon512,5,17.07
mlkem1024,falcon512,6,17.23
mlkem1024,falcon512,7,16.87
mlkem1024,falcon512,8,17.94
mlkem1024,falcon512,9,17.24
mlkem1024,falcon512,10,16.14
mlkem1024,falcon512,11,17.02
mlkem1024,falcon512,12,16.90
mlkem1024,falcon512,13,17.37
mlkem1024,falcon512,14,17.34
mlkem1024,falcon512,15,17.03
mlkem1024,falcon512,16,16.97
mlkem1024,falcon512,17,17.44
mlkem1024,falcon512,18,17.23
mlkem1024,falcon512,19,17.33
mlkem1024,falcon512,20,17.11
mlkem1024,falcon512,21,17.35
mlkem1024,falcon512,22,17.30
mlkem1024,falcon512,23,17.33
mlkem1024,falcon512,24,17.04
mlkem1024,falcon512,25,16.83
mlkem1024,falcon512,26,17.11
mlkem1024,falcon512,27,17.09
mlkem1024,falcon512,28,17.43
mlkem1024,falcon512,29,17.18
mlkem1024,falcon512,30,17.23
mlkem1024,falcon512,31,17.27
mlkem1024,falcon512,32,16.93
mlkem1024,falcon512,33,17.21
mlkem1024,falcon512,34,17.40
mlkem1024,falcon512,35,17.32
mlkem1024,falcon512,36,17.16
mlkem1024,falcon512,37,17.04
mlkem1024,falcon512,38,16.89
mlkem1024,falcon512,39,17.44
mlkem1024,falcon512,40,17.83
mlkem1024,falcon512,41,17.24
mlkem1024,falcon512,42,17.24
mlkem1024,falcon512,43,17.21
mlkem1024,falcon512,44,16.97
mlkem1024,falcon512,45,17.07
mlkem1024,falcon512,46,17.19
mlkem1024,falcon512,47,16.73
mlkem1024,falcon512,48,16.05
mlkem1024,falcon512,49,16.14
mlkem1024,falcon512,50,16.53
bikel1,rsa_2048,1,19.42
bikel1,rsa_2048,2,19.18
bikel1,rsa_2048,3,19.10
bikel1,rsa_2048,4,20.11
bikel1,rsa_2048,5,18.56
bikel1,rsa_2048,6,18.80
bikel1,rsa_2048,7,19.80
bikel1,rsa_2048,8,19.23
bikel1,rsa_2048,9,18.93
bikel1,rsa_2048,10,19.27
bikel1,rsa_2048,11,19.73
bikel1,rsa_2048,12,19.30
bikel1,rsa_2048,13,18.64
bikel1,rsa_2048,14,19.10
bikel1,rsa_2048,15,19.24
bikel1,rsa_2048,16,19.84
bikel1,rsa_2048,17,17.54
bikel1,rsa_2048,18,18.04
bikel1,rsa_2048,19,18.99
bikel1,rsa_2048,20,16.87
bikel1,rsa_2048,21,17.46
bikel1,rsa_2048,22,18.36
bikel1,rsa_2048,23,16.96
bikel1,rsa_2048,24,16.63
bikel1,rsa_2048,25,16.89
bikel1,rsa_2048,26,16.70
bikel1,rsa_2048,27,16.46
bikel1,rsa_2048,28,17.48
bikel1,rsa_2048,29,16.93
bikel1,rsa_2048,30,16.88
bikel1,rsa_2048,31,16.71
bikel1,rsa_2048,32,17.77
bikel1,rsa_2048,33,17.21
bikel1,rsa_2048,34,17.06
bikel1,rsa_2048,35,16.94
bikel1,rsa_2048,36,17.13
bikel1,rsa_2048,37,17.59
bikel1,rsa_2048,38,18.47
bikel1,rsa_2048,39,19.30
bikel1,rsa_2048,40,19.35
bikel1,rsa_2048,41,19.42
bikel1,rsa_2048,42,19.58
bikel1,rsa_2048,43,19.31
bikel1,rsa_2048,44,19.44
bikel1,rsa_2048,45,19.71
bikel1,rsa_2048,46,19.14
bikel1,rsa_2048,47,19.62
bikel1,rsa_2048,48,19.89
bikel1,rsa_2048,49,19.57
bikel1,rsa_2048,50,19.39
bikel1,mldsa44,1,19.26
bikel1,mldsa44,2,18.39
bikel1,mldsa44,3,18.59
bikel1,mldsa44,4,18.80
bikel1,mldsa44,5,18.73
bikel1,mldsa44,6,18.89
bikel1,mldsa44,7,18.58
bikel1,mldsa44,8,18.48
bikel1,mldsa44,9,18.28
bikel1,mldsa44,10,18.34
bikel1,mldsa44,11,18.52
bikel1,mldsa44,12,19.09
bikel1,mldsa44,13,18.97
bikel1,mldsa44,14,18.50
bikel1,mldsa44,15,17.38
bikel1,mldsa44,16,17.76
bikel1,mldsa44,17,17.76
bikel1,mldsa44,18,18.02
bikel1,mldsa44,19,18.62
bikel1,mldsa44,20,18.56
bikel1,mldsa44,21,18.55
bikel1,mldsa44,22,18.46
bikel1,mldsa44,23,18.74
bikel1,mldsa44,24,18.85
bikel1,mldsa44,25,18.70
bikel1,mldsa44,26,18.66
bikel1,mldsa44,27,18.69
bikel1,mldsa44,28,18.30
bikel1,mldsa44,29,18.75
bikel1,mldsa44,30,18.82
bikel1,mldsa44,31,18.87
bikel1,mldsa44,32,18.54
bikel1,mldsa44,33,18.94
bikel1,mldsa44,34,18.62
bikel1,mldsa44,35,18.72
bikel1,mldsa44,36,18.76
bikel1,mldsa44,37,18.56
bikel1,mldsa44,38,18.95
bikel1,mldsa44,39,18.65
bikel1,mldsa44,40,18.03
bikel1,mldsa44,41,17.67
bikel1,mldsa44,42,18.20
bikel1,mldsa44,43,18.21
bikel1,mldsa44,44,18.35
bikel1,mldsa44,45,18.64
bikel1,mldsa44,46,18.59
bikel1,mldsa44,47,18.70
bikel1,mldsa44,48,18.85
bikel1,mldsa44,49,18.47
bikel1,mldsa44,50,18.37
bikel1,falcon512,1,19.40
bikel1,falcon512,2,19.79
bikel1,falcon512,3,18.99
bikel1,falcon512,4,19.17
bikel1,falcon512,5,19.25
bikel1,falcon512,6,19.28
bikel1,falcon512,7,19.13
bikel1,falcon512,8,19.46
bikel1,falcon512,9,18.79
bikel1,falcon512,10,19.29
bikel1,falcon512,11,19.31
bikel1,falcon512,12,19.04
bikel1,falcon512,13,18.94
bikel1,falcon512,14,19.09
bikel1,falcon512,15,19.09
bikel1,falcon512,16,18.98
bikel1,falcon512,17,19.04
bikel1,falcon512,18,18.99
bikel1,falcon512,19,19.30
bikel1,falcon512,20,18.92
bikel1,falcon512,21,19.22
bikel1,falcon512,22,19.23
bikel1,falcon512,23,18.95
bikel1,falcon512,24,19.45
bikel1,falcon512,25,18.97
bikel1,falcon512,26,18.86
bikel1,falcon512,27,19.34
bikel1,falcon512,28,19.29
bikel1,falcon512,29,18.98
bikel1,falcon512,30,18.89
bikel1,falcon512,31,18.82
bikel1,falcon512,32,18.96
bikel1,falcon512,33,19.06
bikel1,falcon512,34,19.20
bikel1,falcon512,35,18.46
bikel1,falcon512,36,19.13
bikel1,falcon512,37,19.23
bikel1,falcon512,38,19.00
bikel1,falcon512,39,19.18
bikel1,falcon512,40,19.11
bikel1,falcon512,41,18.97
bikel1,falcon512,42,19.09
bikel1,falcon512,43,18.90
bikel1,falcon512,44,19.28
bikel1,falcon512,45,18.70
bikel1,falcon512,46,18.61
bikel1,falcon512,47,18.76
bikel1,falcon512,48,18.92
bikel1,falcon512,49,18.83
bikel1,falcon512,50,18.97
bikel3,rsa_2048,1,21.23
bikel3,rsa_2048,2,20.72
bikel3,rsa_2048,3,20.68
bikel3,rsa_2048,4,20.49
bikel3,rsa_2048,5,20.77
bikel3,rsa_2048,6,21.01
bikel3,rsa_2048,7,21.29
bikel3,rsa_2048,8,20.35
bikel3,rsa_2048,9,20.59
bikel3,rsa_2048,10,20.12
bikel3,rsa_2048,11,20.35
bikel3,rsa_2048,12,20.18
bikel3,rsa_2048,13,20.49
bikel3,rsa_2048,14,20.28
bikel3,rsa_2048,15,20.78
bikel3,rsa_2048,16,20.82
bikel3,rsa_2048,17,20.81
bikel3,rsa_2048,18,21.44
bikel3,rsa_2048,19,20.78
bikel3,rsa_2048,20,20.55
bikel3,rsa_2048,21,20.79
bikel3,rsa_2048,22,20.76
bikel3,rsa_2048,23,20.58
bikel3,rsa_2048,24,20.65
bikel3,rsa_2048,25,20.45
bikel3,rsa_2048,26,20.57
bikel3,rsa_2048,27,20.51
bikel3,rsa_2048,28,20.47
bikel3,rsa_2048,29,20.70
bikel3,rsa_2048,30,20.42
bikel3,rsa_2048,31,20.46
bikel3,rsa_2048,32,20.52
bikel3,rsa_2048,33,21.09
bikel3,rsa_2048,34,20.67
bikel3,rsa_2048,35,21.14
bikel3,rsa_2048,36,20.33
bikel3,rsa_2048,37,20.94
bikel3,rsa_2048,38,20.82
bikel3,rsa_2048,39,20.87
bikel3,rsa_2048,40,20.74
bikel3,rsa_2048,41,20.77
bikel3,rsa_2048,42,21.16
bikel3,rsa_2048,43,20.54
bikel3,rsa_2048,44,20.80
bikel3,rsa_2048,45,20.73
bikel3,rsa_2048,46,20.87
bikel3,rsa_2048,47,21.18
bikel3,rsa_2048,48,20.75
bikel3,rsa_2048,49,20.72
bikel3,rsa_2048,50,21.34
bikel3,mldsa44,1,21.16
bikel3,mldsa44,2,20.69
bikel3,mldsa44,3,20.60
bikel3,mldsa44,4,21.15
bikel3,mldsa44,5,20.67
bikel3,mldsa44,6,21.38
bikel3,mldsa44,7,20.75
bikel3,mldsa44,8,21.13
bikel3,mldsa44,9,20.71
bikel3,mldsa44,10,21.05
bikel3,mldsa44,11,21.31
bikel3,mldsa44,12,20.65
bikel3,mldsa44,13,20.48
bikel3,mldsa44,14,20.46
bikel3,mldsa44,15,20.87
bikel3,mldsa44,16,20.94
bikel3,mldsa44,17,20.94
bikel3,mldsa44,18,20.72
bikel3,mldsa44,19,20.94
bikel3,mldsa44,20,20.62
bikel3,mldsa44,21,20.85
bikel3,mldsa44,22,20.78
bikel3,mldsa44,23,20.69
bikel3,mldsa44,24,19.65
bikel3,mldsa44,25,19.39
bikel3,mldsa44,26,20.45
bikel3,mldsa44,27,20.69
bikel3,mldsa44,28,21.02
bikel3,mldsa44,29,20.89
bikel3,mldsa44,30,20.78
bikel3,mldsa44,31,20.89
bikel3,mldsa44,32,20.84
bikel3,mldsa44,33,20.70
bikel3,mldsa44,34,20.86
bikel3,mldsa44,35,21.22
bikel3,mldsa44,36,20.79
bikel3,mldsa44,37,20.79
bikel3,mldsa44,38,20.75
bikel3,mldsa44,39,20.54
bikel3,mldsa44,40,20.69
bikel3,mldsa44,41,20.59
bikel3,mldsa44,42,20.57
bikel3,mldsa44,43,21.10
bikel3,mldsa44,44,20.64
bikel3,mldsa44,45,20.84
bikel3,mldsa44,46,20.63
bikel3,mldsa44,47,21.06
bikel3,mldsa44,48,20.91
bikel3,mldsa44,49,20.82
bikel3,mldsa44,50,20.77
bikel3,falcon512,1,21.42
bikel3,falcon512,2,20.90
bikel3,falcon512,3,20.99
bikel3,falcon512,4,21.03
bikel3,falcon512,5,21.69
bikel3,falcon512,6,21.22
bikel3,falcon512,7,20.46
bikel3,falcon512,8,20.91
bikel3,falcon512,9,20.74
bikel3,falcon512,10,20.63
bikel3,falcon512,11,20.33
bikel3,falcon512,12,20.66
bikel3,falcon512,13,20.11
bikel3,falcon512,14,20.41
bikel3,falcon512,15,20.91
bikel3,falcon512,16,20.81
bikel3,falcon512,17,20.48
bikel3,falcon512,18,20.82
bikel3,falcon512,19,20.39
bikel3,falcon512,20,20.65
bikel3,falcon512,21,21.26
bikel3,falcon512,22,20.99
bikel3,falcon512,23,21.24
bikel3,falcon512,24,20.96
bikel3,falcon512,25,20.13
bikel3,falcon512,26,20.80
bikel3,falcon512,27,21.17
bikel3,falcon512,28,20.81
bikel3,falcon512,29,20.78
bikel3,falcon512,30,20.66
bikel3,falcon512,31,20.86
bikel3,falcon512,32,20.84
bikel3,falcon512,33,20.83
bikel3,falcon512,34,20.69
bikel3,falcon512,35,20.64
bikel3,falcon512,36,20.76
bikel3,falcon512,37,20.66
bikel3,falcon512,38,20.47
bikel3,falcon512,39,20.90
bikel3,falcon512,40,21.16
bikel3,falcon512,41,21.32
bikel3,falcon512,42,22.49
bikel3,falcon512,43,20.46
bikel3,falcon512,44,21.05
bikel3,falcon512,45,20.79
bikel3,falcon512,46,20.94
bikel3,falcon512,47,20.42
bikel3,falcon512,48,20.57
bikel3,falcon512,49,21.14
bikel3,falcon512,50,21.08
bikel5,rsa_2048,1,27.66
bikel5,rsa_2048,2,26.59
bikel5,rsa_2048,3,26.92
bikel5,rsa_2048,4,26.42
bikel5,rsa_2048,5,26.73
bikel5,rsa_2048,6,26.21
bikel5,rsa_2048,7,25.31
bikel5,rsa_2048,8,25.61
bikel5,rsa_2048,9,25.47
bikel5,rsa_2048,10,25.74
bikel5,rsa_2048,11,25.52
bikel5,rsa_2048,12,25.36
bikel5,rsa_2048,13,24.83
bikel5,rsa_2048,14,25.68
bikel5,rsa_2048,15,25.64
bikel5,rsa_2048,16,25.98
bikel5,rsa_2048,17,25.79
bikel5,rsa_2048,18,26.33
bikel5,rsa_2048,19,26.40
bikel5,rsa_2048,20,26.19
bikel5,rsa_2048,21,26.19
bikel5,rsa_2048,22,25.95
bikel5,rsa_2048,23,26.72
bikel5,rsa_2048,24,26.69
bikel5,rsa_2048,25,26.40
bikel5,rsa_2048,26,26.29
bikel5,rsa_2048,27,26.42
bikel5,rsa_2048,28,26.48
bikel5,rsa_2048,29,26.91
bikel5,rsa_2048,30,26.22
bikel5,rsa_2048,31,26.72
bikel5,rsa_2048,32,26.10
bikel5,rsa_2048,33,26.11
bikel5,rsa_2048,34,25.94
